Level,Date and Time,Source,Event ID,Task Category
Information,11/24/2019 10:42:07 AM,Service Control Manager,7040,None,The start type of the MEDC Server Component - Notification Server service was changed from demand start to auto start.
Information,11/24/2019 10:41:52 AM,Service Control Manager,7036,None,The ManageEngine Desktop Central Server service entered the stopped state.
Information,11/24/2019 10:41:46 AM,Service Control Manager,7036,None,The MEDC Server Component - Notification Server service entered the stopped state.
Information,11/24/2019 10:41:43 AM,Service Control Manager,7036,None,The MEDC Server Component - Apache service entered the stopped state.
Information,11/24/2019 10:41:28 AM,Service Control Manager,7036,None,The MEDC Server Component - Apache service entered the running state.
Information,11/24/2019 10:41:20 AM,Service Control Manager,7036,None,The MEDC Server Component - Notification Server service entered the running state.
Information,11/24/2019 10:40:40 AM,Service Control Manager,7036,None,The ManageEngine Desktop Central Server service entered the running state.
Error,11/24/2019 10:40:26 AM,Service Control Manager,7030,None,"The MEDC Server Component - Notification Server service is marked as an interactive service.  However, the system is configured to not allow interactive services.  This service may not function properly."
Information,11/24/2019 10:40:26 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  MEDC Server Component - Notification Server
Service File Name:  ""C:\ManageEngine\DesktopCentral_Server\bin\dcnotificationserver.exe"" -k 8027
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information,11/24/2019 10:40:25 AM,Service Control Manager,7040,None,The start type of the MEDC Server Component - Apache service was changed from auto start to demand start.
Information,11/24/2019 10:40:25 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  MEDC Server Component - Apache
Service File Name:  ""C:\ManageEngine\DesktopCentral_Server\apache\bin\dcserverhttpd.exe"" -k runservice
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information,11/24/2019 10:40:24 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  ManageEngine Desktop Central Server
Service File Name:  C:\ManageEngine\DesktopCentral_Server\bin\wrapper.exe -s C:\ManageEngine\DesktopCentral_Server\conf\wrapper.conf
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information,11/24/2019 10:38:20 AM,Service Control Manager,7036,None,The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the stopped state.
Information,11/24/2019 10:32:39 AM,Service Control Manager,7036,None,The Shell Hardware Detection service entered the stopped state.
Information,11/24/2019 10:32:39 AM,Service Control Manager,7036,None,The wampmysqld service entered the running state.
Information,11/24/2019 10:32:37 AM,Service Control Manager,7036,None,The wampmysqld service entered the stopped state.
Information,11/24/2019 10:32:33 AM,Service Control Manager,7036,None,The wampapache service entered the running state.
Information,11/24/2019 10:32:33 AM,Service Control Manager,7036,None,The wampapache service entered the stopped state.
Information,11/24/2019 10:32:31 AM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,11/24/2019 10:32:31 AM,Service Control Manager,7036,None,The Distributed Transaction Coordinator service entered the running state.
Information,11/24/2019 10:32:30 AM,Service Control Manager,7036,None,The Windows Font Cache Service service entered the running state.
Information,11/24/2019 10:32:30 AM,Service Control Manager,7036,None,The Diagnostic System Host service entered the running state.
Information,11/24/2019 10:32:30 AM,Service Control Manager,7036,None,The Diagnostic Policy Service service entered the running state.
Information,11/24/2019 10:32:29 AM,Service Control Manager,7036,None,The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the running state.
Information,11/24/2019 10:32:29 AM,Service Control Manager,7036,None,The Portable Device Enumerator Service service entered the stopped state.
Information,11/24/2019 10:32:28 AM,Service Control Manager,7036,None,The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the running state.
Information,11/24/2019 10:32:28 AM,Service Control Manager,7036,None,The Background Intelligent Transfer Service service entered the running state.
Information,11/24/2019 10:30:41 AM,Service Control Manager,7036,None,The Remote Desktop Configuration service entered the running state.
Information,11/24/2019 10:30:40 AM,Service Control Manager,7036,None,The Certificate Propagation service entered the running state.
Information,11/24/2019 10:30:40 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,11/24/2019 10:30:38 AM,Service Control Manager,7036,None,The Remote Desktop Services UserMode Port Redirector service entered the running state.
Information,11/24/2019 10:30:37 AM,Service Control Manager,7036,None,The IPsec Policy Agent service entered the running state.
Information,11/24/2019 10:30:34 AM,Service Control Manager,7036,None,The Remote Desktop Services service entered the running state.
Information,11/24/2019 10:30:33 AM,Service Control Manager,7036,None,The Network List Service service entered the running state.
Information,11/24/2019 10:30:31 AM,Microsoft-Windows-Iphlpsvc,4200,None,Isatap interface isatap.osdc.lax.rapid7.com with address fe80::5efe:10.0.2.15 has been brought up.
Information,11/24/2019 10:30:29 AM,Service Control Manager,7036,None,The Portable Device Enumerator Service service entered the running state.
Information,11/24/2019 10:30:29 AM,Service Control Manager,7036,None,The Application Experience service entered the running state.
Information,11/24/2019 10:30:28 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,11/24/2019 10:30:27 AM,Service Control Manager,7036,None,The Server service entered the running state.
Information,11/24/2019 10:30:26 AM,Service Control Manager,7036,None,The wampmysqld service entered the running state.
Information,11/24/2019 10:30:24 AM,Service Control Manager,7036,None,The Windows Remote Management (WS-Management) service entered the running state.
Information,11/24/2019 10:30:23 AM,Service Control Manager,7036,None,The IP Helper service entered the running state.
Information,11/24/2019 10:30:23 AM,Service Control Manager,7036,None,The World Wide Web Publishing Service service entered the running state.
Information,11/24/2019 10:30:23 AM,Microsoft-Windows-WinRM,10121,None,"The WinRM service has been configured to accept basic authentication for unsecure HTTP connections. 

 This is not a secure configuration. 

 User Action 
 Set AllowUnencrypted to False in WinRM configuration to ensure packets are encrypted on the wire."
Information,11/24/2019 10:30:23 AM,Microsoft-Windows-WinRM,10148,None,"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener"
Information,11/24/2019 10:30:22 AM,Service Control Manager,7036,None,The Windows Management Instrumentation service entered the running state.
Information,11/24/2019 10:30:22 AM,Service Control Manager,7036,None,The Windows Process Activation Service service entered the running state.
Information,11/24/2019 10:30:22 AM,Service Control Manager,7036,None,The Windows Licensing Monitoring Service service entered the running state.
Information,11/24/2019 10:30:21 AM,Service Control Manager,7036,None,The wampapache service entered the running state.
Information,11/24/2019 10:30:21 AM,Service Control Manager,7036,None,The Apache Tomcat 8.0 Tomcat8 service entered the running state.
Information,11/24/2019 10:30:22 AM,SNMP,1001,None,The SNMP Service has started successfully.
Information,11/24/2019 10:30:19 AM,Service Control Manager,7036,None,The Distributed Link Tracking Client service entered the running state.
Information,11/24/2019 10:30:18 AM,Service Control Manager,7036,None,The OpenSSH Server service entered the running state.
Information,11/24/2019 10:30:17 AM,Service Control Manager,7036,None,The SNMP Service service entered the running state.
Information,11/24/2019 10:30:17 AM,Service Control Manager,7036,None,The Remote Registry service entered the running state.
Error,11/24/2019 10:30:17 AM,SNMP,1500,None,The SNMP Service encountered an error while accessing the registry key SYSTEM\CurrentControlSet\Services\SNMP\Parameters\TrapConfiguration.
Information,11/24/2019 10:30:14 AM,Service Control Manager,7036,None,The jmx service entered the running state.
Information,11/24/2019 10:30:14 AM,Service Control Manager,7036,None,The Network Location Awareness service entered the running state.
Information,11/24/2019 10:30:14 AM,Service Control Manager,7036,None,The jenkins service entered the running state.
Information,11/24/2019 10:30:13 AM,Service Control Manager,7036,None,The domain1 GlassFish Server service entered the running state.
Information,11/24/2019 10:30:13 AM,Service Control Manager,7036,None,The Microsoft FTP Service service entered the running state.
Information,11/24/2019 10:30:13 AM,Service Control Manager,7036,None,The IKE and AuthIP IPsec Keying Modules service entered the running state.
Information,11/24/2019 10:30:13 AM,Service Control Manager,7036,None,The Application Host Helper Service service entered the running state.
Information,11/24/2019 10:30:13 AM,Service Control Manager,7036,None,The Cryptographic Services service entered the running state.
Information,11/24/2019 10:30:13 AM,Service Control Manager,7036,None,The Print Spooler service entered the running state.
Information,11/24/2019 10:30:12 AM,Service Control Manager,7036,None,The Security Accounts Manager service entered the running state.
Information,11/24/2019 10:30:12 AM,Service Control Manager,7036,None,The Workstation service entered the running state.
Information,11/24/2019 10:30:12 AM,Service Control Manager,7036,None,The Windows Firewall service entered the running state.
Information,11/24/2019 10:30:12 AM,Service Control Manager,7036,None,The Base Filtering Engine service entered the running state.
Information,11/24/2019 10:30:12 AM,Service Control Manager,7036,None,The Task Scheduler service entered the running state.
Information,11/24/2019 10:30:12 AM,Service Control Manager,7036,None,The Shell Hardware Detection service entered the running state.
Information,11/24/2019 10:30:12 AM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,11/24/2019 10:30:12 AM,Service Control Manager,7036,None,The DHCP Client service entered the running state.
Information,11/24/2019 10:30:12 AM,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,11/24/2019 10:30:12 AM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,11/24/2019 10:30:12 AM,Service Control Manager,7036,None,The TCP/IP NetBIOS Helper service entered the running state.
Information,11/24/2019 10:30:11 AM,Service Control Manager,7036,None,The Network Store Interface Service service entered the running state.
Information,11/24/2019 10:30:11 AM,Service Control Manager,7036,None,The Desktop Window Manager Session Manager service entered the running state.
Information,11/24/2019 10:30:11 AM,Service Control Manager,7036,None,The System Event Notification Service service entered the running state.
Information,11/24/2019 10:30:11 AM,Service Control Manager,7036,None,The COM+ Event System service entered the running state.
Information,11/24/2019 10:30:11 AM,Service Control Manager,7036,None,The User Profile Service service entered the running state.
Information,11/24/2019 10:30:11 AM,Service Control Manager,7036,None,The Group Policy Client service entered the running state.
Information,11/24/2019 10:30:11 AM,Service Control Manager,7036,None,The Windows Event Log service entered the running state.
